"x","y","z","parcel"
-28.6249599456787,10.3603754043579,-27.1545963287354,"L_TP1_B"
-28.4122772216797,12.8431558609009,-29.2025718688965,"L_TP1_B"
-38.4505500793457,12.7488565444946,-24.2608375549316,"L_TP1_B"
-38.1181678771973,15.0173044204712,-24.1923351287842,"L_TP1_B"
-32.2213516235352,10.69167137146,-26.6170101165771,"L_TP1_B"
-30.6785526275635,9.89485836029053,-27.2106513977051,"L_TP1_B"
-33.9435234069824,10.1531229019165,-26.2935428619385,"L_TP1_B"
-29.0438995361328,23.2959499359131,-41.3548202514648,"L_TP1_C"
-30.5394973754883,24.4762439727783,-39.6916885375977,"L_TP1_C"
-30.1069660186768,24.3225288391113,-35.3885116577148,"L_TP1_C"
-33.6352195739746,22.7305355072021,-33.4088439941406,"L_TP1_C"
-33.4980659484863,21.074878692627,-36.9175720214844,"L_TP1_C"
-35.4234809875488,19.767557144165,-34.6497001647949,"L_TP1_C"
-35.5649604797363,15.5172691345215,-29.2242088317871,"L_TP1_C"
-36.6596908569336,15.6024780273438,-34.2187767028809,"L_TP1_C"
-32.1741981506348,15.6183443069458,-32.1693077087402,"L_TP1_C"
-34.1044464111328,19.7403392791748,-30.2773990631104,"L_TP1_C"
-33.1920509338379,19.5631256103516,-30.4579029083252,"L_TP1_C"
-32.5137939453125,23.1525535583496,-32.7697067260742,"L_TP1_C"
-29.4387474060059,19.6566677093506,-42.1568717956543,"L_TP1_C"
-28.1227645874023,20.367395401001,-42.7026290893555,"L_TP1_C"
-26.4889354705811,19.9880962371826,-40.1816291809082,"L_TP1_C"
-27.2231044769287,17.6636981964111,-39.4687118530273,"L_TP1_C"
-29.8290920257568,19.391658782959,-40.2077331542969,"L_TP1_C"
-25.2281322479248,19.8971176147461,-39.0368614196777,"L_TP1_C"
-23.8845100402832,17.2830810546875,-38.3286018371582,"L_TP1_C"
-22.8630657196045,16.008092880249,-35.8279304504395,"L_TP1_C"
-24.4882316589355,15.5685319900513,-37.965934753418,"L_TP1_C"
-25.3025436401367,20.3053073883057,-36.608959197998,"L_TP1_C"
-28.1121406555176,20.6704864501953,-33.6784172058105,"L_TP1_C"
-24.1304969787598,17.6860122680664,-34.4310722351074,"L_TP1_C"
-28.1330089569092,17.4281406402588,-31.3621845245361,"L_TP1_C"
-27.2731838226318,15.8992929458618,-31.4519329071045,"L_TP1_C"
-25.1396369934082,15.4806442260742,-34.3284645080566,"L_TP1_C"
-30.6709423065186,21.6249580383301,-42.0079803466797,"L_TP1_C"
-32.9913215637207,19.8663673400879,-39.7405319213867,"L_TP1_C"
-33.167179107666,21.2092723846436,-41.006217956543,"L_TP1_C"
-32.3839378356934,23.2842655181885,-41.2472190856934,"L_TP1_C"
-34.2470054626465,16.1213302612305,-36.2280426025391,"L_TP1_C"
-30.2724475860596,17.7588481903076,-37.0871467590332,"L_TP1_C"
-28.1735191345215,16.033182144165,-36.6621322631836,"L_TP1_C"
-32.590446472168,23.2918243408203,-36.552318572998,"L_TP1_C"
-31.6660633087158,19.1423854827881,-37.539192199707,"L_TP1_C"
-31.0901470184326,21.9838123321533,-33.0084190368652,"L_TP1_C"
-32.1128044128418,18.1532573699951,-31.6990032196045,"L_TP1_C"
-28.7772350311279,22.985372543335,-36.0448455810547,"L_TP1_C"
-31.8756580352783,24.4081687927246,-35.1676025390625,"L_TP1_C"
-36.750072479248,16.9248714447021,-34.5655364990234,"L_TP1_C"
-37.4499397277832,17.146556854248,-32.6907501220703,"L_TP1_C"
-34.9976463317871,16.1030044555664,-26.7093334197998,"L_TP1_C"
-33.2456588745117,16.0158653259277,-30.8877964019775,"L_TP1_C"
-33.927848815918,18.8712139129639,-28.8530902862549,"L_TP1_C"
-35.1224708557129,18.4777717590332,-28.664831161499,"L_TP1_C"
-36.7251243591309,16.3307476043701,-30.375862121582,"L_TP1_C"
-36.1426162719727,17.2795600891113,-27.0633010864258,"L_TP1_C"
-36.5150833129883,15.8936376571655,-26.8052425384521,"L_TP1_C"
-36.1522369384766,19.417724609375,-38.5144538879395,"L_TP1_D"
-36.7317314147949,18.1126689910889,-40.4287261962891,"L_TP1_D"
-34.1314086914062,20.1700229644775,-40.1471977233887,"L_TP1_D"
-36.2191352844238,21.8321075439453,-36.6320343017578,"L_TP1_D"
-34.610481262207,21.3413047790527,-34.6585426330566,"L_TP1_D"
-32.6821784973145,22.4107303619385,-37.6910591125488,"L_TP1_D"
-32.2325019836426,24.1748294830322,-36.1193008422852,"L_TP1_D"
-32.9265403747559,23.8978786468506,-33.2434844970703,"L_TP1_D"
-31.9841194152832,23.5660266876221,-39.9292335510254,"L_TP1_D"
-36.7980842590332,19.5608692169189,-42.353443145752,"L_TP1_D"
-33.5378150939941,23.5568332672119,-42.0576362609863,"L_TP1_D"
-37.9902725219727,21.7624931335449,-42.2931785583496,"L_TP1_D"
-36.6122970581055,23.0717716217041,-42.4328804016113,"L_TP1_D"
-39.6400756835938,23.4599933624268,-39.4650421142578,"L_TP1_D"
-39.4347610473633,20.0892238616943,-40.2677230834961,"L_TP1_D"
-38.4352874755859,16.5783843994141,-39.2644119262695,"L_TP1_D"
-39.9747200012207,17.6294097900391,-38.4652404785156,"L_TP1_D"
-38.1675148010254,15.8976459503174,-37.5224609375,"L_TP1_D"
-40.9371795654297,26.3163738250732,-31.1285572052002,"L_TP1_D"
-42.2231407165527,23.747013092041,-33.7753486633301,"L_TP1_D"
-41.2632904052734,23.9130401611328,-29.0201663970947,"L_TP1_D"
-37.8398551940918,17.2457809448242,-37.0787467956543,"L_TP1_D"
-36.9195098876953,17.1307067871094,-38.2199974060059,"L_TP1_D"
-40.777099609375,25.592098236084,-35.4866065979004,"L_TP1_D"
-41.756046295166,22.146556854248,-39.3216400146484,"L_TP1_D"
-42.3415031433105,23.9263782501221,-35.5992965698242,"L_TP1_D"
-32.1877479553223,25.2291641235352,-40.3380889892578,"L_TP1_D"
-38.0534744262695,25.5714054107666,-38.4076118469238,"L_TP1_D"
-43.0469551086426,19.1158065795898,-37.9391860961914,"L_TP1_D"
-41.5892028808594,20.1881618499756,-39.8181610107422,"L_TP1_D"
-33.1287651062012,25.9973201751709,-36.6945877075195,"L_TP1_D"
-32.3171043395996,25.2418594360352,-35.5864639282227,"L_TP1_D"
-40.0564117431641,16.1148014068604,-33.5801200866699,"L_TP1_D"
-41.8585624694824,16.1215171813965,-35.3426551818848,"L_TP1_D"
-41.4216003417969,16.1482200622559,-33.1325569152832,"L_TP1_D"
-41.1299896240234,19.6151752471924,-34.0323104858398,"L_TP1_D"
-42.2208099365234,18.8391437530518,-34.8609924316406,"L_TP1_D"
-37.8945960998535,21.045597076416,-36.5026473999023,"L_TP1_D"
-42.9502220153809,21.2137832641602,-37.8446960449219,"L_TP1_D"
-35.5433769226074,26.4539680480957,-36.6488265991211,"L_TP1_D"
-39.6187019348145,19.4693336486816,-34.8380584716797,"L_TP1_D"
-36.9208679199219,21.0812168121338,-34.1657333374023,"L_TP1_D"
-40.171875,20.9021835327148,-31.9779663085938,"L_TP1_D"
-39.3623542785645,20.2470054626465,-29.7765121459961,"L_TP1_D"
-38.1160850524902,21.0264320373535,-32.1828384399414,"L_TP1_D"
-39.2462005615234,17.5180206298828,-28.380277633667,"L_TP1_D"
-37.4870834350586,18.0174751281738,-25.966682434082,"L_TP1_D"
-39.4156303405762,19.5327396392822,-27.8960361480713,"L_TP1_D"
-37.746639251709,20.0013046264648,-25.0241680145264,"L_TP1_D"
-36.7992324829102,26.563196182251,-33.4799728393555,"L_TP1_D"
-38.340461730957,26.5262413024902,-34.6687774658203,"L_TP1_D"
-33.685905456543,21.4491310119629,-30.990177154541,"L_TP1_D"
-35.988842010498,19.8979377746582,-33.4664459228516,"L_TP1_D"
-37.0494728088379,16.7911014556885,-30.2477855682373,"L_TP1_D"
-38.202564239502,16.0757446289062,-28.5902156829834,"L_TP1_D"
-34.5794639587402,25.101749420166,-32.531120300293,"L_TP1_D"
-38.0388259887695,25.1527824401855,-28.8537826538086,"L_TP1_D"
-39.8740425109863,24.1586608886719,-26.8754501342773,"L_TP1_D"
-37.9272384643555,23.6262111663818,-26.3316230773926,"L_TP1_D"
-39.0985641479492,22.2216320037842,-26.7995128631592,"L_TP1_D"
-35.3778877258301,18.0519847869873,-30.7287292480469,"L_TP1_D"
-35.0959167480469,22.8092098236084,-28.6426868438721,"L_TP1_D"
-38.0410537719727,16.8528270721436,-25.74684715271,"L_TP1_D"
-36.7529335021973,16.8397312164307,-28.6837692260742,"L_TP1_D"
-34.8342323303223,20.405179977417,-27.6844539642334,"L_TP1_D"
-36.8477630615234,16.8185977935791,-25.6511192321777,"L_TP1_D"
-44.0526084899902,17.6276702880859,-36.205940246582,"L_TP1_E"
-42.963550567627,18.0918388366699,-36.3073387145996,"L_TP1_E"
-42.4926719665527,15.5848264694214,-33.9376449584961,"L_TP1_E"
-45.4123916625977,24.3067779541016,-30.6965522766113,"L_TP1_E"
-47.1417083740234,20.0463943481445,-33.3484039306641,"L_TP1_E"
-50.0909996032715,21.0857753753662,-29.2234954833984,"L_TP1_E"
-49.8108787536621,17.9007587432861,-31.4465999603271,"L_TP1_E"
-50.5263481140137,16.675760269165,-30.2353363037109,"L_TP1_E"
-51.0881843566895,20.5124549865723,-27.9107723236084,"L_TP1_E"
-53.1474685668945,18.3937816619873,-27.0938949584961,"L_TP1_E"
-51.6312065124512,15.7775859832764,-28.4921188354492,"L_TP1_E"
-53.2254333496094,14.8259592056274,-27.0360469818115,"L_TP1_E"
-49.3997230529785,15.3634948730469,-27.7500419616699,"L_TP1_E"
-50.4212188720703,16.2295684814453,-26.5836219787598,"L_TP1_E"
-48.6296310424805,16.6233749389648,-26.8671836853027,"L_TP1_E"
-47.9668655395508,13.946647644043,-28.8084869384766,"L_TP1_E"
-47.3400344848633,18.8104953765869,-26.70849609375,"L_TP1_E"
-44.6265258789062,19.1708297729492,-29.4325275421143,"L_TP1_E"
-42.9467124938965,16.9881134033203,-25.7676029205322,"L_TP1_E"
-42.7680702209473,17.0554256439209,-27.0751476287842,"L_TP1_E"
-40.5382499694824,17.0350894927979,-26.9599437713623,"L_TP1_E"
-38.4817008972168,18.0080680847168,-26.0605335235596,"L_TP1_E"
-38.4618377685547,20.3612689971924,-24.8579521179199,"L_TP1_E"
-41.4426727294922,20.4844455718994,-22.2796459197998,"L_TP1_E"
-38.762767791748,22.4076881408691,-25.6682319641113,"L_TP1_E"
-41.4221878051758,24.8329067230225,-26.5678539276123,"L_TP1_E"
-40.7398223876953,22.1662406921387,-30.0558204650879,"L_TP1_E"
-39.9334259033203,20.3597755432129,-29.0051288604736,"L_TP1_E"
-42.2306060791016,20.9521789550781,-30.0119323730469,"L_TP1_E"
-41.7405052185059,20.2673091888428,-28.7499465942383,"L_TP1_E"
-41.2019729614258,21.6128845214844,-32.0489234924316,"L_TP1_E"
-41.8595695495605,18.966251373291,-33.0985794067383,"L_TP1_E"
-41.8139457702637,18.1772689819336,-34.0302848815918,"L_TP1_E"
-43.0068473815918,22.1161975860596,-36.1992568969727,"L_TP1_E"
-41.8226928710938,15.0912666320801,-30.8427810668945,"L_TP1_E"
-43.4155006408691,16.5807228088379,-30.133472442627,"L_TP1_E"
-46.2780952453613,14.6523065567017,-29.9549598693848,"L_TP1_E"
-46.3095512390137,14.7240867614746,-31.7000751495361,"L_TP1_E"
-44.2459030151367,21.6921310424805,-36.0062713623047,"L_TP1_E"
-53.4910888671875,18.9316921234131,-22.05224609375,"L_TP1_E"
-53.8821067810059,17.708683013916,-22.4789066314697,"L_TP1_E"
-51.8506317138672,19.0201625823975,-20.9521789550781,"L_TP1_E"
-52.5752220153809,15.8045215606689,-24.9916572570801,"L_TP1_E"
-41.3530578613281,13.4088735580444,-32.9706420898438,"L_TP1_E"
-40.9141540527344,15.1059331893921,-32.5050086975098,"L_TP1_E"
-43.097972869873,14.4913425445557,-32.5832290649414,"L_TP1_E"
-45.8806228637695,16.5948810577393,-33.8227043151855,"L_TP1_E"
-42.0119972229004,25.1114616394043,-31.6885738372803,"L_TP1_E"
-43.0036506652832,25.4803295135498,-31.8892383575439,"L_TP1_E"
-41.080924987793,23.7071571350098,-29.020112991333,"L_TP1_E"
-41.6880493164062,13.6454210281372,-34.2403526306152,"L_TP1_E"
-39.863697052002,15.0405073165894,-34.7689094543457,"L_TP1_E"
-47.6316604614258,18.5345191955566,-33.340576171875,"L_TP1_E"
-43.3231086730957,25.4943141937256,-25.7785148620605,"L_TP1_E"
-41.9893417358398,23.5754051208496,-23.4698657989502,"L_TP1_E"
-49.2485275268555,14.2940807342529,-29.3484382629395,"L_TP1_E"
-44.6153945922852,19.7936420440674,-27.9460792541504,"L_TP1_E"
-40.113452911377,17.6479873657227,-28.4810638427734,"L_TP1_E"
-47.2263450622559,24.2805442810059,-27.9572277069092,"L_TP1_E"
-45.4443016052246,24.4778003692627,-24.7659683227539,"L_TP1_E"
-50.1324348449707,21.2823638916016,-24.1539001464844,"L_TP1_E"
-47.9641342163086,23.1813564300537,-22.6076602935791,"L_TP1_E"
-44.4494972229004,22.1034336090088,-21.0513000488281,"L_TP1_E"
-44.4965515136719,19.4207420349121,-26.4916152954102,"L_TP1_E"
-52.0334243774414,14.2435350418091,-26.5176887512207,"L_TP1_E"
-53.1994323730469,15.0930233001709,-25.8723182678223,"L_TP1_E"
-45.9345855712891,22.7488670349121,-21.0636615753174,"L_TP1_E"
-46.8038902282715,19.1067924499512,-23.6970252990723,"L_TP1_E"
-43.9235534667969,18.586311340332,-23.5128784179688,"L_TP1_E"
-41.5837783813477,19.1633911132812,-22.7412948608398,"L_TP1_E"
-44.188404083252,20.7195682525635,-20.5932674407959,"L_TP1_E"
-51.9757652282715,20.1649971008301,-21.0054550170898,"L_TP1_E"
-49.67431640625,20.4281101226807,-22.2721118927002,"L_TP1_E"
-48.9473724365234,21.617208480835,-20.7842884063721,"L_TP1_E"
-48.500732421875,18.4259910583496,-23.5723323822021,"L_TP1_E"
-46.2897911071777,20.8402900695801,-20.8871574401855,"L_TP1_E"
-41.1311416625977,13.4423885345459,-31.7909049987793,"L_TP1_F"
-43.4412117004395,14.158712387085,-32.3444404602051,"L_TP1_F"
-43.2804985046387,15.1015205383301,-29.5250453948975,"L_TP1_F"
-44.0515670776367,15.4566173553467,-29.7334117889404,"L_TP1_F"
-45.7819442749023,13.4981412887573,-31.0396556854248,"L_TP1_F"
-46.6371726989746,15.8362760543823,-28.1195163726807,"L_TP1_F"
-48.2841987609863,15.2600555419922,-27.5133514404297,"L_TP1_F"
-46.4291572570801,14.8867073059082,-26.8875160217285,"L_TP1_F"
-49.2589225769043,15.963191986084,-25.2346115112305,"L_TP1_F"
-50.0282974243164,17.4697570800781,-24.2262592315674,"L_TP1_F"
-49.6940956115723,15.2584762573242,-23.1317405700684,"L_TP1_F"
-49.120735168457,17.5645694732666,-22.3840885162354,"L_TP1_F"
-47.8388786315918,8.88090705871582,-19.5496482849121,"L_TP1_F"
-42.7890892028809,8.32144069671631,-24.641092300415,"L_TP1_F"
-45.9567413330078,5.9410080909729,-21.4773502349854,"L_TP1_F"
-44.4330863952637,6.61047792434692,-17.8492202758789,"L_TP1_F"
-45.4072799682617,4.97502517700195,-20.1827983856201,"L_TP1_F"
-42.2117919921875,6.47844791412354,-19.4049911499023,"L_TP1_F"
-42.7107849121094,13.1136856079102,-24.8380088806152,"L_TP1_F"
-43.2206916809082,15.8425226211548,-25.6089515686035,"L_TP1_F"
-40.2498550415039,14.7130708694458,-28.1014251708984,"L_TP1_F"
-40.3060913085938,16.345703125,-27.5165100097656,"L_TP1_F"
-38.8572120666504,14.7309503555298,-27.6677570343018,"L_TP1_F"
-38.6131019592285,16.4073734283447,-26.45383644104,"L_TP1_F"
-38.7856903076172,18.1716918945312,-23.2144641876221,"L_TP1_F"
-39.9953117370605,18.2014904022217,-24.6282768249512,"L_TP1_F"
-40.2816429138184,19.155689239502,-21.9535026550293,"L_TP1_F"
-42.5323104858398,20.390022277832,-21.0432434082031,"L_TP1_F"
-43.5641250610352,18.2488327026367,-23.9780292510986,"L_TP1_F"
-45.5127067565918,19.1549892425537,-22.8868999481201,"L_TP1_F"
-55.389476776123,18.0970916748047,-15.2664422988892,"L_TP1_F"
-55.7177734375,16.8851776123047,-18.2376556396484,"L_TP1_F"
-56.9016952514648,16.45285987854,-16.2566452026367,"L_TP1_F"
-51.5601959228516,18.0624980926514,-9.72049236297607,"L_TP1_F"
-51.0829238891602,15.4242315292358,-7.11201906204224,"L_TP1_F"
-48.5428810119629,17.6879081726074,-11.2034177780151,"L_TP1_F"
-48.0197830200195,14.7826433181763,-9.56883239746094,"L_TP1_F"
-50.4480171203613,14.0314598083496,-7.48760223388672,"L_TP1_F"
-58.6920623779297,8.45715045928955,-17.5136222839355,"L_TP1_F"
-59.3958206176758,10.2249212265015,-16.3979930877686,"L_TP1_F"
-58.2314720153809,10.5430583953857,-19.0360069274902,"L_TP1_F"
-56.7548904418945,12.4022226333618,-20.55442237854,"L_TP1_F"
-56.2437705993652,14.9439506530762,-21.8998279571533,"L_TP1_F"
-41.0318145751953,11.9788293838501,-33.9588165283203,"L_TP1_F"
-41.9979362487793,13.0304756164551,-33.3677253723145,"L_TP1_F"
-39.6323509216309,12.586178779602,-33.197338104248,"L_TP1_F"
-40.9814109802246,10.8649921417236,-31.6664657592773,"L_TP1_F"
-41.7324142456055,13.2926902770996,-29.9659404754639,"L_TP1_F"
-41.4965934753418,10.6324815750122,-32.9000473022461,"L_TP1_F"
-41.7720375061035,9.67025661468506,-30.4964962005615,"L_TP1_F"
-42.8105010986328,9.31413173675537,-28.9230403900146,"L_TP1_F"
-45.2150421142578,10.2502384185791,-31.6350784301758,"L_TP1_F"
-43.3937034606934,8.88836574554443,-29.9293117523193,"L_TP1_F"
-44.0732192993164,7.85668182373047,-27.5190181732178,"L_TP1_F"
-44.5913696289062,6.5308952331543,-29.2991123199463,"L_TP1_F"
-47.0169296264648,6.19651794433594,-25.6351089477539,"L_TP1_F"
-45.1576118469238,7.12329483032227,-25.3222770690918,"L_TP1_F"
-47.0240707397461,8.36433124542236,-23.6556186676025,"L_TP1_F"
-44.2892417907715,12.0978469848633,-27.9123992919922,"L_TP1_F"
-49.0178031921387,13.7085361480713,-28.014181137085,"L_TP1_F"
-47.9530830383301,12.477105140686,-29.2301635742188,"L_TP1_F"
-47.2217483520508,13.2095279693604,-30.2586994171143,"L_TP1_F"
-47.6647644042969,8.38957405090332,-28.0195159912109,"L_TP1_F"
-48.5954856872559,11.1175365447998,-26.9328193664551,"L_TP1_F"
-45.6040382385254,6.0012640953064,-27.0652847290039,"L_TP1_F"
-50.8527908325195,13.8065280914307,-27.9565544128418,"L_TP1_F"
-49.8673706054688,15.2474422454834,-28.0595645904541,"L_TP1_F"
-50.9976997375488,15.1156539916992,-27.6433391571045,"L_TP1_F"
-49.9832038879395,5.59867382049561,-25.7693519592285,"L_TP1_F"
-48.47705078125,7.1414999961853,-27.5923004150391,"L_TP1_F"
-48.1706047058105,3.56328105926514,-25.332145690918,"L_TP1_F"
-47.7560577392578,3.64883995056152,-24.3033809661865,"L_TP1_F"
-50.6232261657715,3.18753600120544,-22.4576416015625,"L_TP1_F"
-48.9092483520508,4.15812397003174,-22.274585723877,"L_TP1_F"
-51.0282440185547,5.4070258140564,-20.2831172943115,"L_TP1_F"
-49.0271644592285,8.31918334960938,-21.4330101013184,"L_TP1_F"
-50.9092712402344,7.42237377166748,-20.3221187591553,"L_TP1_F"
-52.4816436767578,9.73695468902588,-18.0523834228516,"L_TP1_F"
-51.4676628112793,12.6663846969604,-20.3058853149414,"L_TP1_F"
-52.382698059082,14.3738288879395,-18.501932144165,"L_TP1_F"
-52.6529235839844,13.4397354125977,-13.6108903884888,"L_TP1_F"
-52.096981048584,15.101357460022,-14.9559803009033,"L_TP1_F"
-51.1814002990723,15.8055953979492,-21.9665336608887,"L_TP1_F"
-49.1009063720703,12.131833076477,-21.4616050720215,"L_TP1_F"
-50.8038330078125,10.0604887008667,-24.8444118499756,"L_TP1_F"
-52.0339164733887,7.14116096496582,-24.8796691894531,"L_TP1_F"
-53.9686546325684,8.13492393493652,-22.8635368347168,"L_TP1_F"
-51.8918075561523,3.88142991065979,-23.591552734375,"L_TP1_F"
-45.5100212097168,10.5378150939941,-25.1469669342041,"L_TP1_F"
-38.5962677001953,5.17983818054199,-23.0921688079834,"L_TP1_F"
-38.5832138061523,10.4355268478394,-25.4196319580078,"L_TP1_F"
-38.863395690918,6.46600723266602,-19.636510848999,"L_TP1_F"
-40.0434455871582,11.8122787475586,-27.0403804779053,"L_TP1_F"
-52.2312507629395,13.3854894638062,-26.2165679931641,"L_TP1_F"
-40.1013603210449,7.9850378036499,-25.7292327880859,"L_TP1_F"
-38.7441787719727,10.5374164581299,-22.4732265472412,"L_TP1_F"
-38.5814399719238,13.1780586242676,-23.0093955993652,"L_TP1_F"
