"x","y","z"
-31.1306495666504,1.99523794651031,-23.1186828613281
-29.76513671875,3.3319890499115,-23.9227752685547
-30.4372234344482,-2.39460611343384,-28.0825309753418
-32.4599418640137,-1.94852197170258,-24.3662624359131
-31.9107112884521,-3.02397990226746,-26.4903736114502
-31.7733917236328,-4.74747800827026,-20.9200973510742
-33.4958534240723,-3.4852089881897,-23.341365814209
-32.0096588134766,-3.06267309188843,-22.2864608764648
-22.5950546264648,-6.64949703216553,-24.2459297180176
-22.1149120330811,-8.13418579101562,-21.0349941253662
-28.7694320678711,0.353915989398956,-25.4860496520996
-26.1846809387207,-0.130097001791,-27.8618621826172
-25.3658008575439,0.968236982822418,-27.0961456298828
-29.2241153717041,2.01352190971375,-25.4151268005371
-18.0533580780029,-1.75392198562622,-25.3244304656982
-21.3577251434326,-0.842350006103516,-28.8881340026855
-21.6041316986084,-0.0800179988145828,-26.3328189849854
-21.8844566345215,2.03959894180298,-26.4121532440186
-25.7161312103271,1.98848700523376,-27.0651721954346
-29.4616184234619,-5.68478107452393,-26.584114074707
-31.7857570648193,-3.99072098731995,-26.2185211181641
-32.264087677002,-6.1732120513916,-23.5647716522217
-31.7501564025879,-5.98146677017212,-21.3303813934326
-22.1206665039062,-6.32329797744751,-28.3850898742676
-27.8219547271729,-8.28185367584229,-21.1944217681885
-29.9163284301758,-6.58987283706665,-20.5458278656006
-19.5743160247803,-6.36096000671387,-20.4861621856689
-20.6698913574219,-4.77725791931152,-27.9106197357178
-17.9531536102295,-0.937025010585785,-24.8946208953857
-30.2804069519043,0.0805720016360283,-23.9709739685059
-30.4181957244873,-0.293980985879898,-22.983606338501
-19.6916446685791,-6.24512481689453,-26.2620906829834
-27.402400970459,-6.71316480636597,-25.08030128479
-25.5497894287109,-8.31686687469482,-23.8899955749512
-19.3945217132568,-3.54367995262146,-26.0633964538574
-22.2731170654297,3.52177500724792,-25.0235824584961
-25.4328842163086,3.17113709449768,-26.3049583435059
-17.326639175415,-5.57009696960449,-23.4670925140381
-17.5202674865723,-1.04018402099609,-22.8996162414551
-18.7214088439941,0.0282710008323193,-23.9858436584473
-21.0751762390137,2.87791991233826,-22.6690673828125
-20.4566459655762,2.73968505859375,-24.1390190124512
-23.3517284393311,-8.49299144744873,-22.3962955474854
-30.3941097259521,-7.08131122589111,-22.3906879425049
-15.8228588104248,-6.03776788711548,-22.0104026794434
-15.626501083374,-5.9046139717102,-20.8823680877686
-29.5809516906738,-1.59424602985382,-22.5458374023438
-33.2901573181152,13.6490640640259,1.38563895225525
-36.2032661437988,13.9204149246216,0.940441012382507
-33.9216499328613,13.4191226959229,3.05009198188782
-35.927906036377,13.9139165878296,2.24260306358337
-34.3544006347656,13.8967237472534,4.60432004928589
-32.0560989379883,13.9458932876587,8.03685474395752
-30.7558746337891,14.0958547592163,4.14823913574219
-33.3489456176758,15.4220552444458,0.727090001106262
-30.9635963439941,17.0651378631592,3.81083011627197
-35.6825485229492,18.0848197937012,0.823018014431
-31.5108089447021,24.0257396697998,4.89400577545166
-29.4501628875732,25.3242244720459,5.70291709899902
-30.1077861785889,23.8100986480713,7.60510110855103
-33.078670501709,22.5141983032227,7.70966911315918
-30.6519050598145,22.3907432556152,10.1357698440552
-33.1875610351562,19.8292026519775,9.24660587310791
-30.1954441070557,19.7991104125977,10.5742616653442
-29.489236831665,19.9638175964355,8.47920036315918
-30.7699813842773,18.8322887420654,6.4881272315979
-29.8516407012939,16.4025592803955,6.92818689346313
-29.835506439209,16.0026321411133,8.75305271148682
-38.1436653137207,16.2374286651611,0.471388012170792
-37.3962783813477,21.7582454681396,0.880243003368378
-40.4914932250977,17.3013000488281,0.974829018115997
-39.2017631530762,19.1943664550781,2.20876598358154
-40.1359825134277,17.4510059356689,1.97633695602417
-36.6903381347656,17.8312797546387,4.44968223571777
-35.9729270935059,21.7690658569336,0.576586008071899
-37.2363548278809,22.0203399658203,1.89273798465729
-36.4052810668945,21.4891738891602,3.76536989212036
-34.6865539550781,19.5177249908447,7.31815195083618
-32.3314437866211,16.9764842987061,8.38723945617676
-33.5961990356445,15.5086431503296,6.42843198776245
-34.729679107666,19.3015632629395,1.36321997642517
-32.6215591430664,20.1153106689453,0.98002701997757
-35.1434173583984,21.7757186889648,5.95195198059082
-32.1923294067383,24.0844573974609,0.546550989151001
-34.4806060791016,26.150520324707,0.960222005844116
-33.9995231628418,26.5074615478516,2.08938789367676
-28.4441509246826,28.8654823303223,1.8044890165329
-30.7841625213623,29.5819702148438,2.57388305664062
-30.3111934661865,29.1008491516113,0.59087198972702
-30.2444763183594,26.2313175201416,1.07789897918701
-32.7856712341309,27.1008453369141,0.628786027431488
-32.8589668273926,19.0067501068115,3.27979302406311
-29.8871879577637,23.122917175293,2.01456999778748
-29.9151344299316,21.1546936035156,3.55992889404297
-28.8668537139893,27.4560108184814,3.75374698638916
-30.8192310333252,28.0352783203125,4.65033292770386
-32.0838394165039,20.0423851013184,4.43593120574951
-28.3811798095703,23.7066497802734,4.78433322906494
-29.9405708312988,20.5275592803955,6.98360586166382
-30.9250316619873,14.0785045623779,8.59239196777344
-28.9580497741699,23.2598133087158,7.61694812774658
-40.3115386962891,14.1188907623291,-5.46618509292603
-40.6462249755859,13.8607835769653,-8.46829223632812
-41.8311653137207,13.4900789260864,-3.87422108650208
-42.2122421264648,20.1335353851318,-7.58101081848145
-44.3778190612793,18.0296573638916,-7.26336908340454
-42.5853233337402,17.81667137146,-10.4368667602539
-43.8290786743164,13.7122669219971,-10.0741147994995
-45.2009201049805,14.1741504669189,-8.01225566864014
-44.0318298339844,13.9017467498779,-4.24996995925903
-35.5509033203125,13.6630849838257,-10.0203428268433
-31.6258163452148,15.2431516647339,-10.4174814224243
-38.9722137451172,14.3938064575195,-10.1986799240112
-39.6764106750488,19.5006504058838,-10.269778251648
-42.7966995239258,18.7315311431885,-2.67816090583801
-40.6881408691406,18.9432830810547,0.42315199971199
-41.0703659057617,16.0730457305908,-0.0541209988296032
-44.5508728027344,15.5625333786011,-9.74276161193848
-31.4113674163818,14.7172117233276,-8.86138153076172
-35.1981468200684,14.1592483520508,-8.4484977722168
-33.5223503112793,15.010871887207,-7.11330699920654
-36.6322593688965,19.9464282989502,-10.4037714004517
-36.5986022949219,22.5445117950439,-8.05325984954834
-39.0633239746094,21.8571186065674,-8.34657859802246
-34.1863288879395,26.9655303955078,-1.12574994564056
-30.0730476379395,28.2082271575928,-1.22774994373322
-29.9568519592285,28.4896602630615,0.0159770008176565
-28.7794342041016,27.3916893005371,-1.00865399837494
-29.3772983551025,27.0503540039062,0.43113499879837
-30.3788757324219,25.1620140075684,0.289458006620407
-34.4809722900391,26.4789180755615,0.0951230004429817
-34.0264282226562,25.102087020874,0.477443009614944
-38.3632659912109,13.8332481384277,0.257191002368927
-38.0690536499023,15.2888250350952,-8.67020320892334
-37.4110336303711,19.1215343475342,-5.43026494979858
-30.4338474273682,16.5869007110596,-10.3685436248779
-33.2734451293945,17.8115119934082,-10.3374004364014
-39.0818748474121,23.3681983947754,-5.3289909362793
-28.2818870544434,18.1635799407959,-8.63548564910889
-31.2578773498535,17.2957801818848,-5.37489080429077
-33.5876960754395,17.805513381958,-5.21124219894409
-27.2898101806641,19.5847549438477,-9.8581485748291
-30.0180377960205,19.0983963012695,-10.3860282897949
-34.2931785583496,21.8440437316895,-0.0783059969544411
-34.1264495849609,21.9683456420898,-1.85063695907593
-36.0821990966797,21.5237655639648,-2.51655888557434
-34.8490409851074,15.1901683807373,-1.1396210193634
-35.8181037902832,19.580114364624,-1.0596170425415
-35.9036254882812,15.29185962677,-2.44304203987122
-37.1644859313965,19.215160369873,-1.73483502864838
-38.6194000244141,16.8441009521484,-3.07003998756409
-27.8183670043945,20.3028545379639,-5.61952495574951
-29.775857925415,18.4828262329102,-4.98899412155151
-32.6315574645996,21.0540943145752,-3.00666403770447
-29.6533222198486,22.2789497375488,-2.63732409477234
-31.3132915496826,22.7903461456299,-1.83341896533966
-32.9607048034668,23.8476276397705,-0.973140001296997
-32.7913055419922,19.5637760162354,-9.02427768707275
-43.9696846008301,18.3181648254395,-4.93358898162842
-44.3656845092773,14.9536371231079,-3.91650700569153
-27.5649242401123,20.2389850616455,-9.87886428833008
-28.9476947784424,20.5586986541748,-10.0403070449829
-31.0398921966553,20.5209484100342,-7.64743185043335
-33.6587524414062,24.2153377532959,-6.77748489379883
-36.1596984863281,24.1030731201172,-6.59115695953369
-29.0138397216797,21.7529754638672,-7.46676015853882
-41.0744323730469,21.3063335418701,-1.97302901744843
-37.2318344116211,24.9801120758057,-3.42815804481506
-27.6595668792725,21.9316310882568,-6.05612421035767
-30.3298740386963,26.2289237976074,-3.99790811538696
-28.2468032836914,26.3020324707031,-2.93658900260925
-38.4417190551758,18.5305404663086,-6.43099498748779
-40.4645080566406,16.6756019592285,-5.7366681098938
